Cust_name,cust_id,sku_code,product_qty,facility_code,sales_value,product_price,total_qty,sales_date
Victor Martinez,CUST_0037,BGT_SKU_083,5,WH-GGN,16775.95,3355.19,5,14-06-2025
Eve Martin,CUST_0317,BGT_SKU_072,3,WH-MUM,8944.44,2981.48,3,14-06-2025
Tina Williams,CUST_0278,BGT_SKU_093,4,WH-KOL,13587.08,3396.77,4,14-06-2025
Bob Harris,CUST_0240,BGT_SKU_062,1,WH-KOL,531,531,1,14-06-2025
Sam Garcia,CUST_0130,BGT_SKU_003,2,WH-MUM,3376.72,1688.36,2,14-06-2025
David Thompson,CUST_0041,BGT_SKU_027,1,WH-BLR,1510.39,1510.39,1,14-06-2025
Tina Martin,CUST_0381,BGT_SKU_094,3,WH-GGN,4439.37,1479.79,3,14-06-2025
Heidi Johnson,CUST_0190,BGT_SKU_063,1,WH-MUM,2170.22,2170.22,1,14-06-2025
Zoe Lopez,CUST_0339,BGT_SKU_061,2,WH-KOL,5803.94,2901.97,2,14-06-2025
Peter Moore,CUST_0455,BGT_SKU_043,2,WH-MUM,6472.76,3236.38,2,14-06-2025
Judy Miller,CUST_0460,BGT_SKU_023,2,WH-MUM,2823.4,1411.7,2,14-06-2025
Rachel Gonzalez,CUST_0276,BGT_SKU_002,5,WH-GGN,4776.5,955.3,5,14-06-2025
David Wilson,CUST_0026,BGT_SKU_025,3,WH-GGN,8240.43,2746.81,3,14-06-2025
Quinn Smith,CUST_0132,BGT_SKU_053,2,WH-GGN,3008.64,1504.32,2,14-06-2025
Peter Hernandez,CUST_0011,BGT_SKU_027,4,WH-KOL,6041.56,1510.39,4,14-06-2025
Frank Jackson,CUST_0049,BGT_SKU_014,4,WH-GGN,10874.08,2718.52,4,14-06-2025
Peter Williams,CUST_0356,BGT_SKU_003,4,WH-GGN,6753.44,1688.36,4,14-06-2025
Frank Gonzalez,CUST_0236,BGT_SKU_087,5,WH-BLR,10601.4,2120.28,5,14-06-2025
Yara King,CUST_0024,BGT_SKU_055,4,WH-KOL,11429.8,2857.45,4,14-06-2025
David Brown,CUST_0350,BGT_SKU_015,4,WH-MUM,1723.36,430.84,4,14-06-2025
Ivan Jones,CUST_0079,BGT_SKU_002,3,WH-MUM,2865.9,955.3,3,14-06-2025
David Williams,CUST_0069,BGT_SKU_039,2,WH-KOL,1677.38,838.69,2,14-06-2025
Kelly Moore,CUST_0412,BGT_SKU_019,3,WH-MUM,4981.47,1660.49,3,14-06-2025
Charlie Brown,CUST_0092,BGT_SKU_042,1,WH-BLR,3147.69,3147.69,1,14-06-2025
Heidi Miller,CUST_0435,BGT_SKU_062,2,WH-KOL,1062,531,2,14-06-2025
Victor Allen,CUST_0081,BGT_SKU_066,1,WH-MUM,1660.17,1660.17,1,14-06-2025
Alice Moore,CUST_0376,BGT_SKU_055,5,WH-BLR,14287.25,2857.45,5,14-06-2025
Mia Martin,CUST_0343,BGT_SKU_026,1,WH-GGN,256.19,256.19,1,14-06-2025
Uma White,CUST_0342,BGT_SKU_053,2,WH-MUM,3008.64,1504.32,2,14-06-2025
Uma Gonzalez,CUST_0466,BGT_SKU_059,2,WH-GGN,5501.04,2750.52,2,14-06-2025
Sam Rodriguez,CUST_0360,BGT_SKU_086,5,WH-BLR,11782.6,2356.52,5,14-06-2025
Eve Johnson,CUST_0275,BGT_SKU_066,1,WH-GGN,1660.17,1660.17,1,14-06-2025
Bob Moore,CUST_0331,BGT_SKU_070,1,WH-GGN,881.86,881.86,1,14-06-2025
Yara Moore,CUST_0470,BGT_SKU_010,2,WH-MUM,5408.34,2704.17,2,14-06-2025
Victor King,CUST_0074,BGT_SKU_055,5,WH-BLR,14287.25,2857.45,5,14-06-2025
Zoe Wright,CUST_0426,BGT_SKU_074,5,WH-MUM,17052.4,3410.48,5,14-06-2025
Rachel Brown,CUST_0157,BGT_SKU_045,4,WH-MUM,5046.56,1261.64,4,14-06-2025
Noah Hernandez,CUST_0386,BGT_SKU_094,4,WH-KOL,5919.16,1479.79,4,14-06-2025
Grace Johnson,CUST_0202,BGT_SKU_006,4,WH-KOL,4564.2,1141.05,4,14-06-2025
Sam Lopez,CUST_0488,BGT_SKU_086,5,WH-MUM,11782.6,2356.52,5,14-06-2025
Judy Miller,CUST_0460,BGT_SKU_070,1,WH-KOL,881.86,881.86,1,14-06-2025
Judy Davis,CUST_0197,BGT_SKU_057,3,WH-GGN,8742.78,2914.26,3,14-06-2025
Zoe Thompson,CUST_0083,BGT_SKU_091,3,WH-KOL,9661.17,3220.39,3,14-06-2025
Rachel Johnson,CUST_0172,BGT_SKU_071,1,WH-GGN,1086.26,1086.26,1,14-06-2025
Sam Smith,CUST_0028,BGT_SKU_071,1,WH-KOL,1086.26,1086.26,1,14-06-2025
Rachel Smith,CUST_0326,BGT_SKU_046,2,WH-GGN,1032.52,516.26,2,14-06-2025
Alice Jackson,CUST_0035,BGT_SKU_018,1,WH-KOL,510.01,510.01,1,14-06-2025
Judy White,CUST_0351,BGT_SKU_007,3,WH-BLR,4496.07,1498.69,3,14-06-2025
Heidi Gonzalez,CUST_0117,BGT_SKU_056,4,WH-GGN,7164.6,1791.15,4,14-06-2025
Kelly Moore,CUST_0335,BGT_SKU_029,5,WH-BLR,6296.8,1259.36,5,14-06-2025
Victor Rodriguez,CUST_0424,BGT_SKU_098,1,WH-KOL,2426.78,2426.78,1,14-06-2025
Eve White,CUST_0184,BGT_SKU_066,2,WH-KOL,3320.34,1660.17,2,14-06-2025
Quinn Davis,CUST_0020,BGT_SKU_049,3,WH-GGN,9180.63,3060.21,3,14-06-2025
Judy Gonzalez,CUST_0493,BGT_SKU_072,1,WH-MUM,2981.48,2981.48,1,14-06-2025
Wendy Davis,CUST_0033,BGT_SKU_022,5,WH-KOL,15542.45,3108.49,5,14-06-2025
Alice Jackson,CUST_0035,BGT_SKU_086,3,WH-MUM,7069.56,2356.52,3,14-06-2025
David Allen,CUST_0319,BGT_SKU_083,5,WH-KOL,16775.95,3355.19,5,14-06-2025
Bob Wright,CUST_0227,BGT_SKU_048,3,WH-KOL,5395.77,1798.59,3,14-06-2025
Heidi Gonzalez,CUST_0373,BGT_SKU_051,2,WH-GGN,4714.3,2357.15,2,15-06-2025
Sam Hernandez,CUST_0457,BGT_SKU_057,4,WH-BLR,11657.04,2914.26,4,15-06-2025
Heidi Thomas,CUST_0191,BGT_SKU_031,3,WH-GGN,1576.77,525.59,3,15-06-2025
Charlie Allen,CUST_0417,BGT_SKU_072,1,WH-GGN,2981.48,2981.48,1,15-06-2025
Xavier Wilson,CUST_0390,BGT_SKU_077,5,WH-BLR,1522.55,304.51,5,15-06-2025
Alice Jackson,CUST_0133,BGT_SKU_055,3,WH-KOL,8572.35,2857.45,3,15-06-2025
Rachel Gonzalez,CUST_0461,BGT_SKU_027,5,WH-KOL,7551.95,1510.39,5,15-06-2025
Judy White,CUST_0351,BGT_SKU_022,4,WH-KOL,12433.96,3108.49,4,15-06-2025
Quinn Jones,CUST_0270,BGT_SKU_064,4,WH-BLR,6544.36,1636.09,4,15-06-2025
Bob Garcia,CUST_0188,BGT_SKU_071,3,WH-MUM,3258.78,1086.26,3,15-06-2025
Olivia Anderson,CUST_0288,BGT_SKU_056,3,WH-MUM,5373.45,1791.15,3,15-06-2025
Quinn Johnson,CUST_0050,BGT_SKU_054,3,WH-KOL,943.77,314.59,3,15-06-2025
Zoe Wright,CUST_0426,BGT_SKU_074,3,WH-MUM,10231.44,3410.48,3,15-06-2025
Bob Gonzalez,CUST_0114,BGT_SKU_004,4,WH-MUM,5170.64,1292.66,4,15-06-2025
Peter White,CUST_0046,BGT_SKU_069,3,WH-KOL,10144.11,3381.37,3,15-06-2025
Sam Garcia,CUST_0130,BGT_SKU_062,4,WH-BLR,2124,531,4,15-06-2025
Xavier Martinez,CUST_0369,BGT_SKU_028,1,WH-GGN,755.41,755.41,1,15-06-2025
Bob Hernandez,CUST_0432,BGT_SKU_054,1,WH-MUM,314.59,314.59,1,15-06-2025
Rachel Brown,CUST_0157,BGT_SKU_091,3,WH-MUM,9661.17,3220.39,3,15-06-2025
David Davis,CUST_0179,BGT_SKU_007,3,WH-KOL,4496.07,1498.69,3,15-06-2025
Alice Miller,CUST_0116,BGT_SKU_100,5,WH-BLR,8385.65,1677.13,5,15-06-2025
Zoe Lopez,CUST_0242,BGT_SKU_098,2,WH-BLR,4853.56,2426.78,2,15-06-2025
Bob Garcia,CUST_0494,BGT_SKU_074,2,WH-MUM,6820.96,3410.48,2,15-06-2025
Mia Brown,CUST_0421,BGT_SKU_081,3,WH-KOL,6336,2112,3,15-06-2025
Tina Anderson,CUST_0345,BGT_SKU_057,5,WH-MUM,14571.3,2914.26,5,15-06-2025
Ivan King,CUST_0205,BGT_SKU_069,3,WH-KOL,10144.11,3381.37,3,15-06-2025
David Brown,CUST_0350,BGT_SKU_024,5,WH-BLR,11182.45,2236.49,5,15-06-2025
Uma Garcia,CUST_0111,BGT_SKU_060,1,WH-BLR,1467.04,1467.04,1,15-06-2025
Grace Williams,CUST_0344,BGT_SKU_047,3,WH-KOL,9358.83,3119.61,3,15-06-2025
Victor Martinez,CUST_0037,BGT_SKU_049,5,WH-MUM,15301.05,3060.21,5,15-06-2025
Wendy Wilson,CUST_0071,BGT_SKU_077,3,WH-BLR,913.53,304.51,3,15-06-2025
Judy Gonzalez,CUST_0493,BGT_SKU_057,2,WH-MUM,5828.52,2914.26,2,15-06-2025
Heidi Lopez,CUST_0023,BGT_SKU_065,1,WH-BLR,2164.1,2164.1,1,15-06-2025
Peter Thomas,CUST_0485,BGT_SKU_066,5,WH-MUM,8300.85,1660.17,5,15-06-2025
Xavier Anderson,CUST_0499,BGT_SKU_078,1,WH-GGN,1413.83,1413.83,1,15-06-2025
Ivan King,CUST_0205,BGT_SKU_023,5,WH-MUM,7058.5,1411.7,5,15-06-2025
Mia Johnson,CUST_0054,BGT_SKU_023,4,WH-MUM,5646.8,1411.7,4,15-06-2025
Peter Moore,CUST_0455,BGT_SKU_035,2,WH-MUM,2788.52,1394.26,2,15-06-2025
Quinn Thomas,CUST_0292,BGT_SKU_042,5,WH-KOL,15738.45,3147.69,5,15-06-2025
Grace Thompson,CUST_0487,BGT_SKU_002,2,WH-MUM,1910.6,955.3,2,15-06-2025
David Wilson,CUST_0370,BGT_SKU_042,2,WH-KOL,6295.38,3147.69,2,15-06-2025
Olivia Anderson,CUST_0237,BGT_SKU_073,4,WH-KOL,12766.88,3191.72,4,15-06-2025
Liam Hernandez,CUST_0203,BGT_SKU_045,3,WH-BLR,3784.92,1261.64,3,15-06-2025
Wendy Davis,CUST_0291,BGT_SKU_047,4,WH-GGN,12478.44,3119.61,4,15-06-2025
Noah Garcia,CUST_0031,BGT_SKU_059,3,WH-KOL,8251.56,2750.52,3,15-06-2025
Zoe Smith,CUST_0310,BGT_SKU_024,5,WH-KOL,11182.45,2236.49,5,15-06-2025
Tina Anderson,CUST_0345,BGT_SKU_024,1,WH-MUM,2236.49,2236.49,1,15-06-2025
Rachel Martinez,CUST_0349,BGT_SKU_011,4,WH-GGN,7678.52,1919.63,4,15-06-2025
Alice Jackson,CUST_0035,BGT_SKU_096,2,WH-BLR,2137.7,1068.85,2,15-06-2025
Grace Johnson,CUST_0202,BGT_SKU_042,3,WH-GGN,9443.07,3147.69,3,15-06-2025
Uma Thomas,CUST_0476,BGT_SKU_046,2,WH-MUM,1032.52,516.26,2,15-06-2025
Liam Brown,CUST_0030,BGT_SKU_096,3,WH-MUM,3206.55,1068.85,3,15-06-2025
Victor Jones,CUST_0017,BGT_SKU_005,5,WH-MUM,11371.85,2274.37,5,15-06-2025
Wendy Brown,CUST_0303,BGT_SKU_025,4,WH-MUM,10987.24,2746.81,4,15-06-2025
Olivia Gonzalez,CUST_0066,BGT_SKU_091,4,WH-MUM,12881.56,3220.39,4,15-06-2025
Victor King,CUST_0312,BGT_SKU_006,5,WH-KOL,5705.25,1141.05,5,15-06-2025
Zoe Thompson,CUST_0106,BGT_SKU_089,1,WH-KOL,2021.86,2021.86,1,15-06-2025
Bob Wright,CUST_0227,BGT_SKU_062,4,WH-KOL,2124,531,4,16-06-2025
Peter Hernandez,CUST_0011,BGT_SKU_046,4,WH-KOL,2065.04,516.26,4,16-06-2025
David Martin,CUST_0347,BGT_SKU_088,1,WH-BLR,2817.36,2817.36,1,16-06-2025
Grace Allen,CUST_0239,BGT_SKU_012,4,WH-BLR,8017.12,2004.28,4,16-06-2025
Quinn Garcia,CUST_0125,BGT_SKU_016,2,WH-GGN,4912.14,2456.07,2,16-06-2025
Olivia Anderson,CUST_0358,BGT_SKU_049,2,WH-BLR,6120.42,3060.21,2,16-06-2025
Liam Thomas,CUST_0467,BGT_SKU_042,2,WH-BLR,6295.38,3147.69,2,16-06-2025
David Garcia,CUST_0266,BGT_SKU_092,1,WH-GGN,3254.5,3254.5,1,16-06-2025
Heidi White,CUST_0112,BGT_SKU_031,4,WH-KOL,2102.36,525.59,4,16-06-2025
Rachel Jones,CUST_0478,BGT_SKU_096,1,WH-GGN,1068.85,1068.85,1,16-06-2025
Rachel Jones,CUST_0478,BGT_SKU_044,1,WH-MUM,1273.75,1273.75,1,16-06-2025
David Wilson,CUST_0231,BGT_SKU_085,5,WH-KOL,1862.35,372.47,5,16-06-2025
Xavier Martinez,CUST_0078,BGT_SKU_033,4,WH-GGN,3453.92,863.48,4,16-06-2025
Heidi Gonzalez,CUST_0373,BGT_SKU_100,2,WH-KOL,3354.26,1677.13,2,16-06-2025
Heidi Thomas,CUST_0191,BGT_SKU_029,3,WH-BLR,3778.08,1259.36,3,16-06-2025
Rachel Jones,CUST_0478,BGT_SKU_037,2,WH-BLR,2357.76,1178.88,2,16-06-2025
Liam Young,CUST_0248,BGT_SKU_057,4,WH-GGN,11657.04,2914.26,4,16-06-2025
Rachel Brown,CUST_0157,BGT_SKU_089,3,WH-KOL,6065.58,2021.86,3,16-06-2025
Wendy Jones,CUST_0212,BGT_SKU_079,2,WH-MUM,661.56,330.78,2,16-06-2025
Judy Martinez,CUST_0013,BGT_SKU_043,3,WH-BLR,9709.14,3236.38,3,16-06-2025
Ivan Miller,CUST_0361,BGT_SKU_072,4,WH-MUM,11925.92,2981.48,4,16-06-2025
David Moore,CUST_0056,BGT_SKU_054,5,WH-BLR,1572.95,314.59,5,16-06-2025
Frank Jackson,CUST_0162,BGT_SKU_007,5,WH-GGN,7493.45,1498.69,5,16-06-2025
Heidi Gonzalez,CUST_0373,BGT_SKU_031,1,WH-MUM,525.59,525.59,1,16-06-2025
David Hernandez,CUST_0103,BGT_SKU_051,3,WH-GGN,7071.45,2357.15,3,16-06-2025
David Davis,CUST_0179,BGT_SKU_033,4,WH-KOL,3453.92,863.48,4,16-06-2025
Kelly Williams,CUST_0076,BGT_SKU_061,2,WH-BLR,5803.94,2901.97,2,16-06-2025
Wendy Hernandez,CUST_0425,BGT_SKU_071,4,WH-GGN,4345.04,1086.26,4,16-06-2025
Sam Wright,CUST_0124,BGT_SKU_068,1,WH-GGN,350.74,350.74,1,16-06-2025
David Gonzalez,CUST_0315,BGT_SKU_007,2,WH-MUM,2997.38,1498.69,2,16-06-2025
Uma White,CUST_0342,BGT_SKU_035,2,WH-KOL,2788.52,1394.26,2,16-06-2025
Quinn Hernandez,CUST_0255,BGT_SKU_030,2,WH-GGN,6980.04,3490.02,2,16-06-2025
Heidi Miller,CUST_0435,BGT_SKU_049,5,WH-BLR,15301.05,3060.21,5,16-06-2025
Alice Harris,CUST_0141,BGT_SKU_072,3,WH-MUM,8944.44,2981.48,3,16-06-2025
Rachel King,CUST_0044,BGT_SKU_081,5,WH-GGN,10560,2112,5,16-06-2025
Bob Jackson,CUST_0244,BGT_SKU_047,2,WH-GGN,6239.22,3119.61,2,16-06-2025
Uma Gonzalez,CUST_0466,BGT_SKU_013,4,WH-MUM,9247.68,2311.92,4,16-06-2025
Grace Williams,CUST_0344,BGT_SKU_046,1,WH-KOL,516.26,516.26,1,16-06-2025
Kelly Anderson,CUST_0294,BGT_SKU_037,1,WH-KOL,1178.88,1178.88,1,16-06-2025
Quinn Allen,CUST_0223,BGT_SKU_087,2,WH-GGN,4240.56,2120.28,2,16-06-2025
Liam Miller,CUST_0122,BGT_SKU_091,5,WH-KOL,16101.95,3220.39,5,16-06-2025
Wendy Gonzalez,CUST_0027,BGT_SKU_014,4,WH-BLR,10874.08,2718.52,4,16-06-2025
Xavier Martin,CUST_0273,BGT_SKU_079,4,WH-GGN,1323.12,330.78,4,16-06-2025
Liam Williams,CUST_0025,BGT_SKU_069,2,WH-MUM,6762.74,3381.37,2,16-06-2025
Eve Thompson,CUST_0388,BGT_SKU_089,2,WH-GGN,4043.72,2021.86,2,16-06-2025
Judy Jackson,CUST_0296,BGT_SKU_086,3,WH-MUM,7069.56,2356.52,3,16-06-2025
Xavier King,CUST_0451,BGT_SKU_005,3,WH-BLR,6823.11,2274.37,3,16-06-2025
Yara King,CUST_0119,BGT_SKU_057,4,WH-MUM,11657.04,2914.26,4,16-06-2025
Eve Young,CUST_0374,BGT_SKU_068,1,WH-KOL,350.74,350.74,1,16-06-2025
Kelly Smith,CUST_0021,BGT_SKU_100,5,WH-BLR,8385.65,1677.13,5,16-06-2025
Heidi Gonzalez,CUST_0373,BGT_SKU_098,2,WH-MUM,4853.56,2426.78,2,16-06-2025
Bob Martinez,CUST_0472,BGT_SKU_017,2,WH-BLR,4929.16,2464.58,2,16-06-2025
Charlie Thompson,CUST_0419,BGT_SKU_023,5,WH-BLR,7058.5,1411.7,5,16-06-2025
Yara King,CUST_0024,BGT_SKU_069,3,WH-GGN,10144.11,3381.37,3,16-06-2025
Tina King,CUST_0182,BGT_SKU_048,4,WH-GGN,7194.36,1798.59,4,16-06-2025
Charlie Davis,CUST_0431,BGT_SKU_016,4,WH-BLR,9824.28,2456.07,4,16-06-2025
Zoe Thompson,CUST_0106,BGT_SKU_040,3,WH-MUM,7760.25,2586.75,3,16-06-2025
Liam Thompson,CUST_0146,BGT_SKU_044,3,WH-GGN,3821.25,1273.75,3,16-06-2025
Kelly Anderson,CUST_0294,BGT_SKU_007,1,WH-GGN,1498.69,1498.69,1,16-06-2025
Tina Miller,CUST_0462,BGT_SKU_068,1,WH-GGN,350.74,350.74,1,16-06-2025
Rachel White,CUST_0063,BGT_SKU_075,4,WH-MUM,13018.2,3254.55,4,16-06-2025
Kelly Gonzalez,CUST_0061,BGT_SKU_092,1,WH-GGN,3254.5,3254.5,1,16-06-2025
Xavier Martinez,CUST_0369,BGT_SKU_042,5,WH-KOL,15738.45,3147.69,5,16-06-2025
Xavier Gonzalez,CUST_0200,BGT_SKU_051,5,WH-GGN,11785.75,2357.15,5,16-06-2025
David Hernandez,CUST_0103,BGT_SKU_009,2,WH-BLR,2117.18,1058.59,2,16-06-2025
Sam Lopez,CUST_0263,BGT_SKU_069,2,WH-GGN,6762.74,3381.37,2,16-06-2025
Ivan Lopez,CUST_0221,BGT_SKU_040,5,WH-MUM,12933.75,2586.75,5,16-06-2025
David Garcia,CUST_0266,BGT_SKU_036,2,WH-MUM,4191.88,2095.94,2,16-06-2025
Tina Williams,CUST_0278,BGT_SKU_086,2,WH-MUM,4713.04,2356.52,2,16-06-2025
Bob King,CUST_0308,BGT_SKU_041,2,WH-KOL,3075.22,1537.61,2,16-06-2025
David Wilson,CUST_0026,BGT_SKU_044,2,WH-BLR,2547.5,1273.75,2,16-06-2025
Mia Anderson,CUST_0097,BGT_SKU_053,3,WH-GGN,4512.96,1504.32,3,16-06-2025
Rachel Martinez,CUST_0194,BGT_SKU_053,1,WH-MUM,1504.32,1504.32,1,16-06-2025
Olivia Allen,CUST_0330,BGT_SKU_069,1,WH-KOL,3381.37,3381.37,1,16-06-2025
Ivan Thomas,CUST_0166,BGT_SKU_097,2,WH-MUM,6444.22,3222.11,2,16-06-2025
Rachel Johnson,CUST_0172,BGT_SKU_026,2,WH-MUM,512.38,256.19,2,16-06-2025
David Jackson,CUST_0284,BGT_SKU_089,1,WH-GGN,2021.86,2021.86,1,16-06-2025
Wendy Martinez,CUST_0500,BGT_SKU_097,3,WH-KOL,9666.33,3222.11,3,16-06-2025
Alice Martinez,CUST_0032,BGT_SKU_091,1,WH-KOL,3220.39,3220.39,1,16-06-2025
Liam King,CUST_0348,BGT_SKU_016,1,WH-BLR,2456.07,2456.07,1,16-06-2025
Judy Gonzalez,CUST_0493,BGT_SKU_002,1,WH-BLR,955.3,955.3,1,16-06-2025
Victor Allen,CUST_0081,BGT_SKU_029,1,WH-MUM,1259.36,1259.36,1,16-06-2025
Yara Thomas,CUST_0099,BGT_SKU_032,2,WH-MUM,6594.18,3297.09,2,16-06-2025
Heidi Anderson,CUST_0214,BGT_SKU_039,3,WH-MUM,2516.07,838.69,3,16-06-2025
Sam Hernandez,CUST_0457,BGT_SKU_083,2,WH-GGN,6710.38,3355.19,2,16-06-2025
Uma Jackson,CUST_0238,BGT_SKU_099,1,WH-GGN,1891.95,1891.95,1,16-06-2025
Xavier Brown,CUST_0102,BGT_SKU_054,5,WH-GGN,1572.95,314.59,5,16-06-2025
Noah Moore,CUST_0407,BGT_SKU_003,1,WH-BLR,1688.36,1688.36,1,16-06-2025
Grace Martin,CUST_0391,BGT_SKU_042,2,WH-MUM,6295.38,3147.69,2,16-06-2025
Uma Garcia,CUST_0111,BGT_SKU_066,3,WH-KOL,4980.51,1660.17,3,16-06-2025
Zoe Lopez,CUST_0131,BGT_SKU_090,3,WH-KOL,3295.41,1098.47,3,16-06-2025
Heidi Anderson,CUST_0214,BGT_SKU_039,5,WH-GGN,4193.45,838.69,5,16-06-2025
Eve Williams,CUST_0005,BGT_SKU_038,4,WH-MUM,4921.84,1230.46,4,16-06-2025
Yara Allen,CUST_0495,BGT_SKU_071,2,WH-KOL,2172.52,1086.26,2,16-06-2025
Charlie Williams,CUST_0077,BGT_SKU_075,2,WH-BLR,6509.1,3254.55,2,16-06-2025
Ivan Gonzalez,CUST_0320,BGT_SKU_092,1,WH-KOL,3254.5,3254.5,1,16-06-2025
Wendy Garcia,CUST_0359,BGT_SKU_073,5,WH-BLR,15958.6,3191.72,5,16-06-2025
Zoe Brown,CUST_0059,BGT_SKU_005,4,WH-MUM,9097.48,2274.37,4,16-06-2025
Quinn Young,CUST_0309,BGT_SKU_035,2,WH-GGN,2788.52,1394.26,2,16-06-2025
Xavier Lopez,CUST_0454,BGT_SKU_046,5,WH-MUM,2581.3,516.26,5,16-06-2025
Rachel White,CUST_0063,BGT_SKU_050,3,WH-BLR,8057.55,2685.85,3,16-06-2025
David Moore,CUST_0056,BGT_SKU_080,5,WH-GGN,2500.1,500.02,5,16-06-2025
Heidi Anderson,CUST_0214,BGT_SKU_042,1,WH-GGN,3147.69,3147.69,1,16-06-2025
Quinn Johnson,CUST_0050,BGT_SKU_063,1,WH-KOL,2170.22,2170.22,1,16-06-2025
Grace Martin,CUST_0391,BGT_SKU_028,2,WH-MUM,1510.82,755.41,2,16-06-2025
Liam Hernandez,CUST_0080,BGT_SKU_063,4,WH-GGN,8680.88,2170.22,4,16-06-2025
Ivan King,CUST_0205,BGT_SKU_013,3,WH-KOL,6935.76,2311.92,3,16-06-2025
Wendy Anderson,CUST_0189,BGT_SKU_077,4,WH-KOL,1218.04,304.51,4,16-06-2025
Ivan Smith,CUST_0208,BGT_SKU_096,4,WH-KOL,4275.4,1068.85,4,16-06-2025
Noah Thomas,CUST_0441,BGT_SKU_028,5,WH-BLR,3777.05,755.41,5,16-06-2025
Heidi Young,CUST_0281,BGT_SKU_020,3,WH-GGN,6886.98,2295.66,3,16-06-2025
Grace King,CUST_0468,BGT_SKU_009,3,WH-GGN,3175.77,1058.59,3,16-06-2025
Wendy Gonzalez,CUST_0027,BGT_SKU_041,1,WH-GGN,1537.61,1537.61,1,16-06-2025
Yara Brown,CUST_0196,BGT_SKU_063,1,WH-GGN,2170.22,2170.22,1,16-06-2025
Eve Young,CUST_0374,BGT_SKU_054,2,WH-KOL,629.18,314.59,2,16-06-2025
Alice King,CUST_0354,BGT_SKU_029,2,WH-KOL,2518.72,1259.36,2,16-06-2025
Yara Davis,CUST_0142,BGT_SKU_043,3,WH-KOL,9709.14,3236.38,3,16-06-2025
Charlie Allen,CUST_0417,BGT_SKU_039,3,WH-MUM,2516.07,838.69,3,16-06-2025
Kelly Anderson,CUST_0006,BGT_SKU_046,3,WH-KOL,1548.78,516.26,3,16-06-2025
Rachel Jones,CUST_0478,BGT_SKU_013,2,WH-GGN,4623.84,2311.92,2,16-06-2025
Uma Gonzalez,CUST_0466,BGT_SKU_023,5,WH-GGN,7058.5,1411.7,5,16-06-2025
Olivia Gonzalez,CUST_0066,BGT_SKU_051,2,WH-MUM,4714.3,2357.15,2,16-06-2025
Quinn Rodriguez,CUST_0480,BGT_SKU_027,1,WH-GGN,1510.39,1510.39,1,16-06-2025
Liam Thompson,CUST_0146,BGT_SKU_044,2,WH-BLR,2547.5,1273.75,2,16-06-2025
Yara Gonzalez,CUST_0232,BGT_SKU_062,3,WH-MUM,1593,531,3,16-06-2025
Alice Miller,CUST_0116,BGT_SKU_063,5,WH-BLR,10851.1,2170.22,5,16-06-2025
Zoe Lopez,CUST_0339,BGT_SKU_096,4,WH-KOL,4275.4,1068.85,4,16-06-2025
Grace Brown,CUST_0169,BGT_SKU_068,4,WH-GGN,1402.96,350.74,4,16-06-2025
Charlie Miller,CUST_0137,BGT_SKU_022,3,WH-BLR,9325.47,3108.49,3,16-06-2025
Grace Martin,CUST_0016,BGT_SKU_098,3,WH-KOL,7280.34,2426.78,3,16-06-2025
Judy Williams,CUST_0144,BGT_SKU_025,4,WH-GGN,10987.24,2746.81,4,16-06-2025
Zoe Thompson,CUST_0083,BGT_SKU_020,4,WH-MUM,9182.64,2295.66,4,16-06-2025
David Harris,CUST_0479,BGT_SKU_024,5,WH-KOL,11182.45,2236.49,5,16-06-2025
David Jones,CUST_0150,BGT_SKU_016,2,WH-KOL,4912.14,2456.07,2,16-06-2025
Yara White,CUST_0233,BGT_SKU_055,4,WH-BLR,11429.8,2857.45,4,16-06-2025
Kelly King,CUST_0170,BGT_SKU_061,4,WH-GGN,11607.88,2901.97,4,16-06-2025
Charlie Thomas,CUST_0371,BGT_SKU_094,2,WH-GGN,2959.58,1479.79,2,16-06-2025
Alice Martin,CUST_0140,BGT_SKU_069,2,WH-KOL,6762.74,3381.37,2,16-06-2025
Rachel Gonzalez,CUST_0461,BGT_SKU_012,3,WH-BLR,6012.84,2004.28,3,16-06-2025
Uma Jackson,CUST_0072,BGT_SKU_081,2,WH-GGN,4224,2112,2,16-06-2025
Alice Williams,CUST_0251,BGT_SKU_013,4,WH-MUM,9247.68,2311.92,4,16-06-2025
Alice Thomas,CUST_0008,BGT_SKU_068,3,WH-MUM,1052.22,350.74,3,16-06-2025
Tina Williams,CUST_0278,BGT_SKU_034,1,WH-MUM,2447.01,2447.01,1,16-06-2025
Yara Moore,CUST_0470,BGT_SKU_055,2,WH-MUM,5714.9,2857.45,2,16-06-2025
Quinn Jackson,CUST_0271,BGT_SKU_086,1,WH-MUM,2356.52,2356.52,1,16-06-2025
Charlie Williams,CUST_0077,BGT_SKU_001,2,WH-MUM,3625.88,1812.94,2,16-06-2025
Rachel Brown,CUST_0157,BGT_SKU_009,2,WH-BLR,2117.18,1058.59,2,16-06-2025
Frank Jackson,CUST_0149,BGT_SKU_036,2,WH-BLR,4191.88,2095.94,2,16-06-2025
Liam Hernandez,CUST_0203,BGT_SKU_100,3,WH-KOL,5031.39,1677.13,3,16-06-2025
Rachel White,CUST_0063,BGT_SKU_094,4,WH-KOL,5919.16,1479.79,4,16-06-2025
Grace Brown,CUST_0169,BGT_SKU_035,5,WH-KOL,6971.3,1394.26,5,16-06-2025
